text,left_right,corpus_code
and provides for the possibility that wrongdoing exposed by whistle-blowers could be sealed for up to fifteen years.,0,62110_200810
"committing new funding of $675 million over five years, we have extended eligibility for the disability tax credit and increased the maximum child disability benefit by almost $600, or 37%.",0,62420_200601
"canada ranks bronze on childhood poverty, with a rate almost six times that of denmark!”the conference board of canada, 2005.",0,62320_200601
"green bonds will provide low-risk financing of up to $4.5 billion for clean energy development, climate resilient infrastructure, commercial and industrial energy retrofits, and other sustainable development projects.",0,62320_201510
there are corporations that want to control the content of information on the internet and alter the free flow of information by giving preferential treatment to those who pay extra for faster service.,1,62110_200810
"canada's cultural and creative industries are a vibrant part of our national identity and our economy, providing employment to more than one million canadians.",0,62420_201510
and because of the federal government’s record as an unreliable funding partner.,0,62320_200601
canada has historically been a secure country.,2,62420_200406
"others, like recent droughts in the prairies and southern ontario are water quantity issues;",0,62110_200810
protecting and strengthening canada’s health care system has long been a fundamental priority of the liberal government.,1,62420_200601
canada cannot afford to be one of those countries.,0,62420_200810
"we'll also continue to work with the provinces and canada's financial institutions to improve the administration of the rdsp program,",0,62623_201510
"on december 6, 2005 the united states department of commerce partially relented and reduced punitive duties on canadian softwood lumber by close to half.",2,62420_200601
"instead, the liberals appointed a lapdog ethics counsellor.",0,62623_200406
"a re-elected conservative government will allow veterans receiving the extended earnings loss benefit to earn up to $10,000 in employment income annually without affecting their benefit.",1,62623_201510
"now, as a result of new investment and a shared commitment by both management and labour, canada’s softwood industry is more competitive than ever before.",0,62420_200601
"improve access to farm safety net funding for natural disasters and poor markets, particularly for small farms.",0,62320_200810
"and shift the direction of international trade away from free trade to fair trade focusing on the global protection of human rights, labour standards, cultural diversity, and ecosystems.",1,62110_200810
* adopt carbon cap and trade and a carbon market.,0,62110_200810
over a million canadian children and their families live in poverty.,0,62320_201510
and develop a corps of those able to help teach indigenous languages by including it in education funding.,1,62320_200810
and help achieve the intent of the convention on biological diversity.,0,62110_200810
"* review in collaboration with provincial and territorial governments, the current social and legal policies to ensure that citizens and law enforcement officials recognize elder abuse, prevent it where possible, and proceed with appropriate charges and punishment when elder abuse has occurred.",0,62110_200810
the alzheimer society of canada estimates the current cost of treating people with dementia at $5.5 billion a year.,1,62110_200810
taking canada’s economic performance to the next level is also the way to seize the opportunity and to meet the challenge of china and the other emerging giants.,2,62420_200601
"eliminating the veterans review and appeal board, which is staffed by appointees who have often been unresponsive to the realities faced by veterans seeking disability benefits,",0,62320_201510
and to promote canadian exports abroad.,2,62623_201510
inflation will likely be 2% thanks to stable monetary policy.”,2,62420_200406
"the liberals and ndp have put forward plans to run large, permanent deficits, hike taxes on workers, families, and small businesses, and leave our economy exposed.",2,62623_201510
"all landfills will be charged a methane tax, based on emissions.",0,62110_200810
"paul martin used to talk about a democratic deficit, but his actions as prime minister have deepened it.",1,62623_200601
but there's always more that can be done.,0,62623_201510
we will also make smart investments to ensure that police can focus on public safety.,2,62320_201510
we cannot take that risk.,1,62110_200810
a major criticism of this measure will increase pressure on women to stay at home to raise their children.,1,62110_200810
"we will deliver on a modest and realistic plan that includes making it more affordable for a young couple to buy their first home, for parents to save for their children's education and for seniors to retire to a comfortable life.",1,62623_200810
health,1,62110_200810
we can't have a strong economy if canadian communities aren't safe and secure.,2,62623_201510
that is why we need to help build an even more prosperous and secure north america.,0,62420_200601
"since 2010, our national cyber security strategy has been based on three pillars: securing government systems.",2,62623_201510
* end the production and use of the most dangerous toxic chemicals in canada by 2012.,0,62110_200810
"clearly, the world needs technology breakthroughs to reconcile economic growth with a much reduced impact on climate.",0,62420_200601
we'll continue to make the right choices to keep our budget balanced and taxes low.,2,62623_201510
supporting critical research on health issues that touch all canadians such as cancer and diseases that affect the brain.,1,62623_201510
while ensuring that it is sustainable.,0,62110_200810
"to save our gravely depleted fish stocks, something must go: either the high-yield fishing technology or the majority of the licenses to fish.",0,62110_200810
we will work with the provinces and territories,0,62420_201510
every family struggles with balancing work responsibilities and busy lives at home.,1,62420_201510
"they'll do this by: adding billions of dollars in new spending, running ongoing, permanent deficits, and accumulating billions more in debt.",2,62623_201510
"for nearly 20 years, investments in first nations programs have been subject to a two percent cap on annual funding increases.",1,62420_201510
"today, one in four canadian households is paying more than it can afford for housing, and one in eight cannot find affordable housing that is safe, suitable, and well maintained.",0,62420_201510
establish an industry innovation fund to help businesses reduce their energy use.,0,62320_200810
"invest in the fundamental drivers of economic performance – human skills, research and its commercial application, public infrastructure, and competitive taxes.",0,62420_200406
"some of the pollutants generated in southern canada end up in the high arctic (through airborne contamination - see air quality section), causing irreparable harm to wildlife and poisoning the food system that many inuit rely upon.",0,62110_200810
"once the bush administration is gone, our biggest trading partner will move towards a greener future.",0,62420_200810
"over the next decade, we will invest almost $20 billion more in canada's social infrastructure.",1,62420_201510
"in a country as prosperous as canada, we shouldn't be leaving anyone behind.",0,62320_201510
"jack layton has a different vision for young people in canada – one where their thirst for knowledge, achievement and growth is met by a forward-looking post-secondary education and training system that encourages access and participation.",1,62320_200601
or both.,2,62623_201510
"the following examples, drawn from the november 2005 economic and fiscal update, illustrate the benefit of the martin government’s tax reduction plan for three typical taxpayers.",0,62420_200601
implement “net neutrality” to protect everyday canadians’ right to freely access the internet content of their choice at a flat rate and with clear and transparent rules.,1,62320_200810
and what treatment awaits them.,1,62420_200601
– balanced budgets;,2,62420_200406
"from alzheimer's to als, from parkinson's to ms, from autism to epilepsy to ptsd, neurological disorders will affect millions of canadians during their lifetimes, but the inner workings of the brain remain one of science's greatest mysteries.",0,62623_201510
– toughen penalties for violations of the lobbyists registration act.,2,62320_200601
and repeat offenders to ensure that serious crime results in real punishment.,2,62623_200601
"the junior canadian rangers program, in which canadian youths aged 12-18 learn camping, navigation and firearms training as well as a greater appreciation of traditional northern culture and lifestyles, is approaching its 20th anniversary.",2,62623_201510
as well as working with the provinces to set goals for tuition fee reduction to manageable levels.,1,62110_200810
"cepa should require that the onus be on industry to show that the products they produce are safe, contrary to the current onus on government to demonstrate harm from these products.",1,62110_200810
"under stephen harper, investments in the canadian armed forces have been erratic, promised increases in funding have been scaled back, and more than $10 billion of approved funding was left unspent.",2,62420_201510
"not surprisingly, then, the energy industry is more than a source of power.",0,62623_201510
"since 1997, liberal governments have invested more than $10 billion to promote environmental sustainability.",0,62420_200601
"spending on programs – even if campaign initiatives after january 7th used substantially all of the available “room” in the bottom line of table 1 – will be flat as a percentage of gdp, at about 12. 3%.",0,62420_200601
we need to unite the country behind a strategy for canada’s long-term energy security.,2,62320_200810
* enshrine a policy that seniors’ care must be provided in the communities where they or their families live.,0,62110_200810
enact “living-will” legislation that guarantees people the right to limit or refuse medical intervention and treatment so people have the choice to die with dignity. (see seniors section above),0,62110_200810
the supreme court of canada has ruled that canadians living with extreme pain and suffering have the right to end their lives with the help of a doctor.,2,62623_201510
power generation accounts for 17% of canada’s emissions.,0,62110_200810
"f) support international momentum for the human right to water by establishing a national legally binding human right to basic water requirements for all canadians (both quality and quantity); and,",2,62110_200810
but also protects consumers who want to access copyright works for their personal use.,1,62623_200810
these measures are part of the liberal party’s broader election platform to lift canadians out of poverty and will be financed from the existing fiscal framework.,0,62420_200810
"we will encourage families to save for their children’s education, through such measures as the canada learning bond, increased canada education savings grants, and the registered lifetime savings program.",1,62623_200406
make the tax system fairer for low-income canadians:,0,62420_200810
too many families are kept apart and too many talented canadians are consigned to work far below their level of expertise as canada’s immigration system fails to reflect modern realities.,0,62320_200406
"in addition to this most basic democratic change, we will also look at new proposals for allowing greater direct democracy and changing the electoral system used to elect members of parliament.",1,62623_200406
"to help canadian children avoid and manage known health risks, we will increase funding to the public health agency of canada by $15 million in each of the next two years, to support a national strategy to increase vaccination rates",1,62420_201510
and decrease our contributions to nato war efforts.,1,62110_200810
"* support greater engagement of women in the political life of canada by advocating that all political parties nominate, train and support more women candidates.",0,62110_200810
making sure that young canadians are fairly paid and receive important workplace protections.,0,62320_201510
"to establish accessible, convenient, enriched and affordable child care spaces for any canadian family that seeks it.",1,62110_201510
recognize a clear result to a clear question in the event of a future referendum in québec regarding québec separating from canada and forming an independent country.,0,62110_200810
eliminate the capital gains tax for individuals on the sale of assets when the proceeds are reinvested within six months.,2,62623_200601
another significant threat to security in our communities is major drug offences.,2,62320_200601
while reducing the enormous waste in our energy systems.,0,62110_201510
"ottawa has looked the other way as the bc government has permitted logging in northern spotted owl habitat, condemning the last few pairs to extinction in canada.",0,62110_200810
set mandatory water efficiency standards for appliances and begin to phase out inefficient technologies.,0,62320_200810
and imposing tough new penalties on those who abuse the system and take advantage of vulnerable newcomers to canada.,2,62420_201510
"all levels of government, pulling in the same direction, will put canada on the path to a prosperous, sustainable future built on fairness and justice.",0,62110_201510
"opportunities for new immigrants, however, vary.",0,62110_200810
"as a government we have taken real action to protect our economy and promote an enviable quality of life in all communities – cities, towns, and rural areas.",0,62623_201510
the measures put forward in the liberal platform are responsible and affordable.,2,62420_200601
establishing a just transition fund for energy workers and the communities in which they live and providing assistance to coal-dependent provinces to close coal plants.,0,62320_200406
it is a fundamental principle of a free and democratic state that its police must be exemplary and above reproach.,0,62110_200810
we will restore dignity and respect to the relationship between government and the supreme court.,1,62420_201510
"including low tillage, water conservation and reduced fertilizer and pesticide use.",0,62320_200810
that is why a liberal government will maintain unwavering commitment to continued debt reduction.,2,62420_200601
"ordering the crtc to enforce responsibility in the cable tv industry, get a handle on fee hikes, deal with the reduction of community access programming and rebalance regulations to put viewers’ interests first.",0,62320_200406
"under the conservatives, many young people have worked hard and struggled to afford their educational opportunities.",2,62320_201510
"we invite canadians to review the distance we have come, and then look forward to the challenging but opportunity-filled horizon ahead and ask themselves: who can best lead this country to the kind of future canada i want for myself, my family and my community?",2,62420_200601
"giving this agency a specific mandate to study the impact of poverty, air pollution and toxics on public health and deliver annual recommendations for improvement.",0,62320_200406
"we will fund new investments over these four years from new revenues and,",1,62320_201510
the office will be a one-stop shop to attract investment and product mandates to canada,2,62623_201510
"over the subsequent five years through 2015, federal support will total at least$6 billion.",1,62420_200601
"the ndp will also bring transparency and balance to supreme court appointments by: improving the process for supreme court appointments by making it more transparent, non-partisan and respectful of the provinces.",1,62320_201510
"made it easier to donate stocks and real estate,",2,62623_201510
we must continue to strengthen programs to reduce and to prosecute domestic violence.,2,62320_200601
"fortunately, canada post is still profitable.",1,62110_201510
in the most recent budget this extra padding amounted to $7.3 billion.,2,62623_200406
"finally, to encourage more voter participation, we will support elections canada in proactively registering canadians from groups that historically have lower turnout, such as students.",1,62420_201510
"to make this vision a reality will require a long journey, a comprehensive effort touching many aspects of canadian society.",2,62110_200810
"under stephen harper, funding for these teams has been eliminated, putting our national response capabilities in jeopardy.",2,62420_201510
"to ensure no other community has to go through this kind of sorrow, shock and anger, the ndp will: immediately launch a public inquiry into the lac-mégantic tragedy to improve transportation oversight.",1,62320_201510
"industry will be helped to establish a national deposit system, recycling systems and third party management to help them fulfill the obligation (like germany’s recycling law).",0,62110_200810
new high-speed commuter trains will almost halve the travel time between toronto and ottawa and toronto and montreal to about two and a half hours.,0,62110_200810
"that’s why, in order to effectively address the looming skills shortage, access to all kinds of post-secondary education and training – university, college and apprenticeships – must be expanded.",1,62320_200601
"paul martin and the liberals have: consistently supported trade agreements that permit corporations to overturn democratic decisions and that are increasingly opposed by governments of developing countries, despite their liberal red book promise to renegotiate nafta.",1,62320_200406
"jack layton and canada’s ndp will reduce costs and help patients by: reducing the cost of drugs with a national bulk-buying program, as australia uses, to use combined purchasing power to reduce costs for provinces and by examining drug patent legislation to ensure corporate protections do not impinge on accessibility of needed drugs.",1,62320_200406
require solar pv installation itself as soon as the price falls to $2 per watt.,0,62110_200810
and provide all forms of law and order.,2,62110_200810
and work with the provinces and territories,0,62420_201510
expanding on the proven success of traditional aboriginal justice in the criminal justice system and increasing funding for aboriginal language protection.,0,62320_200406
"in his 1996 federal budget, paul martin abolished canada’s internationally recognized affordable housing program created by new democrats and pierre trudeau in the 1970s.",1,62320_200601
developmental: the program must include a component of development / learning that is integrated with the care component.,1,62420_200406
questions have been raised about the nomination process in all parties.,0,62623_200601
"around the world, many governments and businesses choose to manage change, evolving to a sustainable future to protect prosperity.",0,62320_200406
canadians work hard at their jobs and within their communities because we know what it means to demand better from ourselves and for each other.,2,62623_200406
the eu requires that the toughest environmental and labour standards of any one nation be the minimum standards for all.,0,62110_200810
women receiving ei maternity benefits will also be able to earn employment income under the working while on claim pilot project.,1,62623_201510
"we will ensure that the employment insurance system is providing real income security to workers, including those with precarious work.",1,62420_201510
and made it much harder for canadians to access the fund,2,62320_201510
revitalize and modernize infrastructure at all levels of government by:,0,62320_200601
"– respect traditional healing,",0,62320_200601
"unemployment is still unacceptably high -- not everywhere, but in significant and worrying regions of real economic stagnation.",0,62110_200810
increase guaranteed income supplement for seniors by 25%.,1,62110_200810
help stop violence against women:,0,62320_200810
– develop a regulatory regime for drinking water on reserve that will provide comparable water quality to that enjoyed by other canadians.,0,62420_200601
"we will implement the recommendations of the external advisory committee on smart regulation related to mining, such as a “single window” approach to federal regulatory bodies in the north for the oil and gas and mining sectors.",0,62623_200601
"the liberal government, on the other hand, has stonewalled.",2,62320_200601
"requires that health risks be made clear in product labelling,",1,62623_201510
they put foreign and corporate business interests first.,1,62110_200810
introduced legislation to protect “whistle blowers” who come forward to report wrongdoing in government and crown corporations.,0,62420_200406
green party mps will: 1) improve our existing acute care system,1,62110_200810
"together, we can embark on the great project of building the country we want for the 21st century.",2,62320_200406
and allow seniors to live with the dignity they deserve.,0,62320_200601
and increase the emphasis on preventative health care.,1,62110_201510
"encourage the best young minds to stay here in canada by increasing funding for university and college-based research, and for graduate and post-graduate studies.",1,62320_200810
"renegotiate nafta’s chapter 11, which unreasonably limits canada’s sovereignty in regulating foreign investment in the public interest.",1,62320_200810
a conservative government will: cut the $975 right of landing fee in half.,0,62623_200601
we will also do more to protect canada's endangered species.,0,62420_201510
"increasing train speeds,",0,62110_201510
* maintain the ban on ge wheat.,0,62110_200810
the green party supports expansion of cpp as the most reliable and predictable pension plan.,1,62110_201510
a re-elected conservative government led by stephen harper will make the promotion of canada's democratic values on the world stage a major focus of our foreign policy.,2,62623_200810
we live in times of increasing utility and growing ugliness.,0,62110_200810
enhancing our support to official language minority communities by indexing the funding for the official languages roadmap.,2,62320_201510
"jack layton and canada’s ndp will improve and protect health care by: creating a national public health agency, modelled on the centers for disease control in the united states, to provide concerted national response and treatment protocols for public health emergencies such as sars.",0,62320_200406
"in much of canada, rail routes that once moved thousands of people are abandoned.",0,62110_201510
and tax exemptions for repair and restoration costs.,2,62320_200810
"we provided in the last budget new funding of $860 million over five years under the tomorrow starts today initiative, in addition to the $740 million already invested since it was created by the liberal government in 2001.",0,62420_200601
the registered retirement savings plan is a very popular savings and investment option for many canadians.,2,62623_200406
and will continue to reduce the burden of unnecessary red tape and paperwork on canada's small- business sector.,0,62623_200810
directing the crtc to crack down on excessive cell phone roaming charges.,1,62320_201510
this leads to greater worker and family stress.,1,62110_200810
"understanding the nature of canada is why new democrats recognize the national character of quebec, something that has been part of our program since the 1960s, and was recently reaffirmed by our party in 2006.",2,62320_200810
"high-speed internet access is not just a quality-of-life issue – it's critical infrastructure that contributes to business investment, job creation, and, ultimately, economic development in rural and remote parts of our country.",0,62623_201510
yet theirs is collectively a story of promise untapped and promises unfulfilled.,2,62420_200406
the soft-on-crime ndp have consistently opposed serious penalties for dangerous offenders.,2,62623_201510
"and investing in local infrastructure such as community energy systems,",0,62320_201510
– and to make sure people have access to quality public health care when they need it.,1,62320_200601
a re-elected conservative government led by stephen harper will respect the unique needs of french-language broadcasting services in quebec by guaranteeing alternating french- and english-speaking chairpersons of the crtc and that one of the two vice- chairpersons will be from each official language group.,0,62623_200810
and others have followed since.,1,62420_200810
"and members of canada's cultural communities who expose these practices risk ostracism, or worse, as a result of coming forward.",2,62623_201510
"to get there from here, market distortions created by a failure to internalize externalities must be removed.",2,62110_200810
"canada and the world community face an environmentally linked, energy challenge of historic proportions over the next few decades.",0,62110_200810
"many of the promised initiatives outlined in the previous sections of this platform – e. g. , building the capabilities of people; advancing an innovative economy; expanding canada’s trade horizons – represent the concrete actions that will implement the plan for growth and prosperity.",0,62420_200601
"the blueprint, endorsed at the first ministers meeting in november 2005 and supported by an additional $1. 3 billion investment, is a comprehensive 10-year plan for the delivery of reliable, quality health care – on reserve and off.",1,62420_200601
so have their families.,1,62420_201510
we'll raise it to $1 million for farmers and fishermen to help them with succession planning and their retirement.,0,62623_201510
"over 660,000 canadians voted green in the 2006 federal election.",2,62110_200810
and progress on improving women’s access to the justice system and legal services.,0,62320_200810
lack of investment in the infrastructure that makes our cities productive and our towns livable is risky behaviour.,0,62110_201510
"religious minorities within iraq are at risk of genocide at the hands of isis,",1,62623_201510
"establishing an independent land claims commission to decide on specific claims, increasing federal government investment in first nations community infrastructure, and undertaking financial reforms to give first nations enhanced access to capital for community economic development.",1,62320_200406
a new conservative government will be committed to significant democratic reform of our parliamentary and electoral institutions.,1,62623_200601
the upbeat mood has only intensified in the ensuing years.,0,62420_200406
"it's time to break the status quo on education in canada and abolish tuition fees for college, university and skills training programs.",1,62110_201510
raise maximum penalties for bid-rigging and cartels to a $25-million fine and 14 years in prison.,1,62623_200810
"the green shift will not only make our country cleaner and greener,",0,62420_200810
"we will end the rule that discriminates against new workers and those re-entering the workforce by requiring them to accumulate 910 hours of work to qualify for employment insurance benefits, including training support.",0,62420_201510
"and providing skills training for workers who have been laid off or who want to transition to more stable, long-term jobs.",0,62110_201510
adopt california standards requiring a 30% reduction in co2 emissions from new vehicles sold in canada by 2015.,0,62110_200810
"jack layton and the new democrats will: establish a canada-wide prescription drug program, phasing in drug coverage for all citizens, beginning with catastrophic drug costs, in cooperation with the provinces and territories.",0,62320_200810
reduce wait times by increasing resources to reduce the huge backlogs in processing applications.,0,62320_201510
the liberal government committed in that year to double official development assistance (oda) between 2001 and 2010.,1,62420_200601
"in the case of greenhouse gas emissions, that externality is negative, because the impact of those actions causes all of us harm.",0,62420_200810
teaching hospitals and regional health authorities – which play such a critical role in the system – will also be asked to contribute to the process.,1,62420_200406
"- support the important contribution the council of the federation is making to strengthening intergovernmental and interprovincial cooperation,",0,62623_200601
"– the united states remains legally obligated to revoke the tariffs and refund, with interest, all duties collected, totalling more than $5 billion.",2,62420_200601
there in no more financially strategic or medically flexible way to help our health care system than increasing the role and numbers of nurses and nurse practitioners.,1,62320_200601
"establishing a new skilled trades job experience program to help up to 2,000 young canadians get valuable job experience working in the skilled trades.",0,62623_201510
"the liberal government has also fought hard to ensure that canadian producers are treated fairly in the on-going wto trade negotiations, seeking an end to export subsidies, improving market access for canadian products, and preserving the ability of canadian farmers to maintain domestic marketing systems of their choice.",2,62420_200601
"as part of this agenda, our government has always made a priority of supporting apprenticeships and canadians working in the skilled trades.",0,62623_201510
"emphasizing education and training of children, youth and adults by encouraging the participation of public and private sectors with the federal government in the development of programs that will move tens of thousands of persons into employment in health, education, social services, sciences, commerce, engineering, trades and entrepreneurial opportunities.",0,62320_200601
our 1990 level was 608 mt.,0,62110_200810
"reduce health costs to families, by phasing in a national prescription drug program.",1,62320_200601
"in 1989, the old-line political parties voted unanimously to end child poverty in canada by the year 2000.",0,62110_200810
"a re-elected conservative government led by stephen harper will continue to support canada's military and development mission in afghanistan and will respect the terms of the parliamentary resolution passed in march, 2008.",2,62623_200810
climate and energy are two sides of the same coin.,0,62110_201510
"and ensuring high quality child care for every canadian family who wants it,",1,62110_201510
and $315 million in every subsequent year to protect our national broadcaster.,0,62110_201510
"income splitting delivers no benefits to working parents who earn similar salaries, no benefits to single parents, and no benefits to canadians who do not have kids.",0,62420_201510
it is time to act on this declaration of support.,1,62110_200810
"a liberal government will take the steps necessary to put canadians at the forefront of technological development, leading the way to solutions to global challenges.",0,62420_200601
"energy efficiency,",0,62110_201510
we will also work with private sponsors to accept even more.,0,62420_201510
"mike duffy is on trial, pamela wallin and patrick brazeau potentially face charges, and the rcmp are reviewing the cases of 30 other liberal and conservative senators identified in the senate expense scandal.",2,62320_201510
introducing legislation to ban the use of replacement workers in labour disputes.,1,62320_201510
"ending the disgraceful federally-run health care services in first nations communities, which require new adequate funding and staffing, and by investing in facilities and working with provinces and first nations on delivering 21st century health care, as well as focusing on “closer to home” health care solutions rather than relying on the medevac model used in many first nations, inuit and other remote communities.",1,62320_200406
it is vital to canadians' shared success that we work together to ensure better economic outcomes for first nations.,1,62420_201510
"it is our hope that the liberal goals and proposals, as set out in these pages, will gain popular support, making it all the more likely that they come to fruition at the first ministers’ meeting and in the implementation period that will follow.",1,62420_200406
the green party believes that the federal government must signal to the civil service that it values and supports environmental scientists.,0,62110_200810
"now, in the 21st century we are witnessing the alarming emergence of a new form of treason.",2,62623_201510
"and ensure his contributions to our national life and identity are remembered and understood by future generations, by purchasing john g. diefenbaker's childhood home and establishing it as a historic site to be operated by parks canada.",2,62623_201510
many potential immigrants have made canada their destination of choice and are already studying or working in communities across the country.,0,62420_200601
opening new markets for manufacturers to find customers and sell their products.,2,62623_201510
"in particular the gpc would remove chapter 11, take water out of any new agreement, remove and re-negotiate the energy provision of nafta, recognizing canada’s need for an energy reserve, control over exports to be governed by environmental frameworks and an emphasis on inter provincial provision first.",1,62110_200810
"stop the decline in family reunification,",1,62320_200810
"foreign aid has been used for political purposes, not to ensure genuine development.",1,62623_200601
"and we'll make life easier for the 1.2 million canadians who claim home-office expense deductions, 80 percent of whom are self-employed.",1,62623_201510
and – as just another example of the lack of respect of the liberal government for parliament – this unanimous motion was ignored.,2,62320_200601
a conservative government will: give public transit riders a federal tax credit to cover the cost of their monthly transit passes.,1,62623_200601
those abuses were very much the exception in the government and public service of canada and prime minister martin took exceptional steps to deal with them.,0,62420_200601
"and climate change preparedness, both of which are important to the quality of life for northern canadians.",0,62420_201510
– promote export opportunities for wood products into growing markets such as china.,2,62420_200601
"our great forests are among the features that define us most as a country, and our forestry industry has been a source of prosperity since before confederation.",2,62623_201510
"add to this the impact of smog on canadians’ health and air and the dangers of nuclear power, which are too compelling to be ignored.",0,62320_200406
"continuing to support the canadian foundation for innovation to finance research infrastructure on university, college, and polytechnic campuses.",0,62623_201510
serving notice that agreements permitting us soldiers to enter canada automatically in times of emergency are cancelled and changed to requiring the express permission of parliament.,0,62320_200406
and the optional protocol of the convention on the rights of persons with disabilities.,1,62320_201510
will we have enough skilled workers to support an aging population?,1,62623_200406
the liberals have not told the truth to talented immigrants hoping to build a new life for their families here in canada.,2,62320_200601
"everyone is against cruelty to animals, but factory farming has brought a new level of inhumane treatment.",0,62110_200810
does it advance the common good?,1,62110_200810
and we've passed a law establishing tougher penalties for criminal gang recruitment.,2,62623_201510
canada border services also has no review or oversight mechanism.,1,62110_201510
and we intend to keep moving forward.,2,62623_201510
"to accomplish these goals, we will: – encourage a culture of home ownership in aboriginal communities.",0,62420_200601
"canadians did not invent this evil, nor did we invite its hatred, but we cannot ignore it in the hope it goes away.",2,62623_201510
"at the same time, our pharmacare plan will provide much needed coverage to the millions of canadians who are forced to pay out-of-pocket for prescription medication every year.",1,62110_201510
"the green party believes that the application of an evaluation method that seeks to account for key social, environmental and long-term economic features in different parts of the country and local communities could provide new insights and rationales for the conservation of local and regional biodiversity.",0,62110_200810
"second, we are committed to creating a competitive tax regime by maintaining the gst,",2,62320_200601
we have a two-track action plan.,1,62420_200406
"we will provide greater education, counselling, and training for families who are providing care and support to veterans living with physical and/or mental health issues as a result of their service.",1,62420_201510
"the ndp firmly believes the arts and culture sector is vital to our collective identity,",2,62320_201510
"in over 90% of cases, canadians are forced to wait beyond what physicians believe is the clinically acceptable maximum wait period.",1,62623_200406
"we will fix this by: 1. introducing a new, universal child tax benefit worth $350 per child, per year, on top of all existing child benefits.",1,62420_200810
"green party mps will: introduce a comprehensive security plan that will provide coordinated direction to the rcmp, csis, the canada border services agency, the coast guard, and the department of foreign affair and international trade.",2,62110_200810
"* launch and maintain new processes driven by aboriginal priorities and legal entitlements, to provide for interim measures prior to settlement of treaties and address governance issues, a just and fair share of lands and resources, legislative inconsistencies, policy inequities, reconciliation and, if in accordance with the wishes of first nations, the phased- out elimination of the indian act.",0,62110_200810
"over the past decade, the liberal government rebuilt the foundations of canada’s innovation capacity, investing $13 billion to elevate the nation’s university and hospital research capability to world-class standard and to build up canada’s innovation system.",0,62420_200406
"reinstating a watchdog agency to monitor, and control when necessary, the level of foreign investment in key canadian industries and by stopping attempts to weaken foreign ownership restrictions in telecommunications.",1,62320_200406
does that make us “left wing”?,2,62110_200810
"these tax cuts will allow canadians to keep more of the money they earn,",2,62420_200810
"we have also focused on treating acute health problems after they arise,",1,62110_200810
"to affirm our sovereignty, we will: assert and defend canadian sovereignty over the land and waters of the canadian arctic, including the northwest passage, where canadian law will remain in full force and effect.",0,62320_200810
– affirming canada’s arctic sovereignty – the impact of climate change is already far more pronounced in polar regions than elsewhere.,0,62420_200601
"that would be followed by appropriate legislation and supported by a federal funding contribution, the size of which will be determined once the strategy is agreed.",0,62420_200406
"taking into consideration full cost accounting, the green party of canada is able to substantiate that investment in the arts rapidly pays for itself many times over.",0,62110_200810
and thousands of canadian families waiting to invite them into their hearts and lives.,0,62623_201510
we thought that the sea would give us unlimited fish forever.,0,62110_200810
"improving fitness,",1,62110_200810
"meeting these targets will take time and dedicated commitment, both from aboriginal communities and governments.",0,62420_200406
"we will pursue strong, rules-based trade liberalization in conjunction with all other countries that are members of the world trade organization.",2,62623_200601
"we'll take these additional steps because when your loved one's future is financially secure, you're better able to focus on the important things that matter in the present.",0,62623_201510
to restore degraded ecosystems and protect species at risk;,0,62623_201510
set a fair qualifying period of 360 hours that will ensure ei is available for canadians paying into it.,1,62320_201510
the threat of cybercrime is one with serious consequences for canadians and our economy.,2,62623_201510
"a re-elected conservative government will double funding for child advocacy centres and child and youth advocacy centres,",1,62623_201510
"instead, we've eliminated the deficit by controlling government spending,",2,62623_201510
sometimes canadians are called upon to care for a gravely ill family member.,0,62623_201510
"seniors' facilities,",1,62420_201510
"working toward sustainable agriculture outcomes that will help reduce input costs for pesticides, herbicides and fuel, which are largely paid by canadian farmers to multinational corporations.",0,62320_200406
9) prevent the spread of hiv/aids and better manage its impacts,1,62110_200810
a 2014 report by statistics canada showed that the number of seniors living in poverty who live alone is nearly one in three.,0,62320_201510
"and the atlantic lobster sustainability measures program provided support for restructuring and rationalization,",0,62623_201510
"continuing our participation in the international space station which will mean new opportunities for canada's space industry,",1,62623_201510
canada’s incredible forest heritage - 300 million hectares or ten percent of all the world’s forests - is a source of enormous national pride and economic value.,2,62110_200810
we will also lead the way in the un environmental program initiative to develop a global mercury reduction agreement with key countries such as china.,1,62420_200601
post-acute medical care.,1,62320_200810
"stephen harper's approach to trade, however, has failed.",2,62420_201510
"domestically, the karzai government is increasingly viewed, even by former members of president karzai's cabinet, as a failed administration.",0,62110_200810
"boom and bust cycles in the extractive industries have taken a heavy toll on canadian families and communities, and it's long past time for us to invest in reliable, long-term, local jobs.",0,62110_201510
parliamentarians and canadians will have the opportunity to debate its analysis and implications.,1,62420_200406
and the major infrastructure surplus commitment to upgrade our sustainable infrastructure such as public transit through unanticipated government surpluses.,0,62420_200810
"the $1 billion amp fund that will stimulate green manufacturing,",0,62420_200810
we will overhaul our immigration and refugee protection system to ensure that canada is seen as a welcoming and compassionate home for people fleeing violence and persecution.,0,62110_201510
"by purchasing more affordable alternatives to the f-35s, we will be able to invest in strengthening our navy, while also meeting the commitments that were made as part of the national shipbuilding and procurement strategy.",2,62420_201510
trap lines will be protected.,0,62110_200810
boost the national child benefit supplement by $300 million annually.,1,62320_201510
"toughen parole provisions once you have been convicted of committing a crime while on parole, and eliminate parole for life after the third such conviction.",2,62623_200601
we will strengthen the ability of cbc and radio canada to deliver superior regional programming and new internet-based media services.,1,62320_200810
