text,left_right
"labour will target a further reduction of €500 million in the total amount of relief, but rather than simply standardising the rate of relief, labour favours an approach that retains strong incentives for people to invest in pensions while also making the system fairer.",0
ensure that no prospective immigrant is held in detention.,2
 advocate for government agencies and ngos to engage with the different ethnic communities and provide them with culturally appropriate services to address family violence;,0
improve the management of woodlands through new planting and the local use of sustainable woodland products.,0
revise the regulations and incentives for housing and land use management.,0
* work with employers to extend the graduate research in industry fund (grif) to ensure more opportunities for specific research projects related to industry.,0
use new zealand first’s boost of private and public research and development to develop new forms of energy generation.,0
• implement clear accountability systems and auditing programmes of fisheries management performance by public and private management.,0
the program loses tens of billions of dollars annually in erroneous and fraudulent payments.,2
• develop new vocational pathways at the secondary and tertiary interface.,0
our social investment approach means we are working with individual families to help them improve their lives,1
we will ensure increased provision of out-of-hours gp and pharmacy services as well as greater out of hours cover for diagnostics.,1
"no tax on the first $25,000 earned.",1
by strengthening school leadership and teaching quality we will lift the overall performance of the education system and raise the achievement of young new zealanders.,1
· support local authorities to bring forward catchment management initiatives in hill country to fight erosion.,0
a significant share of the remaining tax revenues will be invested for the benefit of the country at large.,0
fine gael has outlined detailed plans on how to pay for vital investment in these areas over a five year term.,0
and heritage.,0
and corporations cannot avoid their tax responsibilities.,1
it outlines a nationwide approach to improving the lives of people with disability.,0
fine gael is putting consumers at the heart of our plan for the banking sector over the next 5 years.,1
as well as creating a capable state.,2
being in the eu is no guarantee of greater financial rewards than being out in terms of trade:,0
"pilot scheme of individual home protection measures: fine gael believes that in some cases the best flood protection measures may involve individual protection measures for homes, such as flood gates.",0
these goals require that we build a democratic developmental state capable of mobilising all sectors and boldly intervening in the economy in favour of workers and the poor.,1
this took on more urgency when the true state of acc’s finances became clear.,0
promoting wood as an alternative to energy intensive building products; and,0
the restoration of power sharing,1
"if ever there was a time to vote green, it’s now.",2
"and for all those already in their home, we will make sure we continue working through our economic plan, so mortgage rates stay lower for longer and people can keep hold of their homes and plan for the future",1
access to training,0
also the sector’s importance to scotland.,0
but so many people are putting in the hours and not seeing the rewards.,1
"we have made great progress for puerto rico over the past four years, including a sharp, historic increase in medicaid funding for the people of puerto rico and fair and equitable inclusion in the recovery act and the affordable care act.",0
we will set up a system of free regular health checks for all adults from their local gp.,1
"in practice it would mean that the governing bodies of all schools, social institutions (for example, oldage homes and children's homes) and heritage institutions (for example, museums and heritage sites) can decide whether or not it wants to reside under the authority of the government or the community council.",0
but it is now time to strengthen it in line with other fiscal authorities around the world.,0
the current co-funding architecture is a proud labor legacy.,0
"utilise the under-developed parts of south africa, like the northern and western cape, for harvesting renewable energy.",0
"it will be renamed ‘the topical issue’ debate and there will be a minimum of five, taken around the middle of the day with provision for questions at the end.",0
"our latest bill, passed last month, did the same for waste minimisation.",0
"a uk wide programme to identify and develop a new generation of entrepreneurial business leaders, those with the ambition to think globally and with the drive to create and lead businesses of the future.",2
ireland must respect international law within its own borders and proactively support it abroad.,1
"in conjunction with the farming and forestry industries, identify criteria for land where broad scale forestry ought to be encouraged and include these criteria in catchment management plans;",0
"we are committed to creating a society where children are safe and can thrive physically, emotionally, educationally, and spiritually.",2
"we urge preventive efforts in early childhood, especially assistance in gaining pre-reading skills, to help many youngsters move beyond the need for idea’s protections.",0
"this is the policy that led to the election of an additional green mep, molly scott cato, in the south west last year.",0
investigating the feasibility of a national wildlife park,0
"initial teacher training: fine gael will examine initial teacher education, induction and continuous professional development (cpd) provision for both teachers in gaeltacht schools and at primary and post primary level.",1
which will place special emphasis on the needs of regional australia.,0
south africans must have access to more choice and,1
it has brought us ‘boom/bust’ economics and has failed to create a fair society where there is genuine equality of opportunity and outcome.,0
a shorten labor government will not let this happen.,0
ensure the implementation of the quota for the employment of people with disabilities in the public sector.,0
"developing skills in capital raising, post-completion and distribution,",0
"northern ireland has experienced falling unemployment,",1
"when the nationals were in government, exports from regional australia grew three times faster than did exports from major cities.",0
abolishing fees for part-time third-level courses,1
"in ireland, young people are discriminated against in a host of ways and there is an unofficial state policy of encouraging as many as possible to emigrate .",0
"in addition to the proposed green paper process, we would immediately extend representation and the franchise to the 6 counties electorate,",0
there remains disagreement on how to measure progress and how to identify what progress has actually been made.,0
establish trilateral agreements and adequately resource the implementation of the national framework for integrated coastal zone management.,0
the workers and unemployed action group has always opposed unnecessary travel or “junkets” by politicians at local authority and national level.,0
we will oblige leas to fulfil their responsibilities to educate pupils excluded or suspended from school.,0
race-based affirmative action and unfair black economic empowerment must be terminated.,0
ongoing polling shows the charge has remained popular.,0
"it is unitedfuture policy to: investigate the feasibility of a national health insurance scheme, as an extension of the existing acc scheme, for non-trauma based disability such as elective surgery for the elderly;",1
"businesses hiring 50 people or more must give workers on zero-hours contracts either a full or part-time secure contract after one year, if the workers involved request it",1
per capita crime is now the lowest it’s been since 1982.,2
it is only by getting brexit done that we can start the necessary task of restoring public trust in government and politics:,1
"democrats will invest in this critical workforce,",1
"our plan will introduce refunds on drink containers, ban plastic bags, phase out unnecessary plastic packaging and commit to a zero-waste new zealand.",0
* make the need to protect the public the paramount consideration for serious charges.,2
"by boosting police numbers and cutting overall crime, and crimes like burglary that affect senior citizens most",2
those small businesses that wish to stay connected with their staff will still be able to opt-in if that meets their needs.,0
excessive mandates on coverage should be eliminated.,2
"double the number of designated items in respect of the preferential procurement policy framework act, no. 5 of 2000 as amended in 2017 from 23 to at least 50,",1
support both local communities and the tourism sector to protect ‘at risk’ cultural and historic landscapes and townscapes.,0
"we will seize the enormous opportunities for this highly diversified sector, particularly in relation to financial services, health services, engineering and architectural services;",0
"the proper infrastructure – including roads, rail, telecommunications, and the electricity grid – is in place to allow industries to grow and trade.",0
effective political funding and oireachtas reform cannot be brought about by piecemeal efforts at tinkering with the timing of dail business and introducing lip-service initiatives.,0
"good will allow minibus taxis to be integrated and be given contracts, like the scheduled bus operators, as part of a single network public transport service.",0
"an ethical foreign policy that builds capacity for conflict resolution,",1
modernising garda stations: we are committed to ensuring gardaf have fit-for-purpose facilities nationwide.,2
"with resources focused on diversification of efforts,",0
and it demands a full and prompt investigation by a special counsel.,0
we will keep the housing market robust and inclusive by supporting more first-time homebuyers and putting more americans into the financial position to become sustainable homeowners;,1
the procurator fiscal service needs more lawyers and support staff and a stronger training infrastructure.,0
so as to encourage responsible fishing and,0
these high levels of atmospheric carbon dioxide are also impacting on carbon dioxide levels dissolved in sea water with resultant impacts on ph and likely dramatic ramifications for the entire oceanic food chain.,0
incentivise consolidation of white van deliveries so that last-mile deliveries can be made by cargo bikes and electric vehicles in local areas.,0
our immigration policy will focus on introducing a fair system to regulate entry to the country that will also respect the rights and entitlements of immigrants.,0
"•without the president's tax relief, real gdp would have been more than 3 percent lower and 2 million fewer americans would have been working at the end of last year.",0
we must expand nato forces outside kabul.,2
to implement significant further improvements in the human and financial resources available to our schools.,1
"labour will divert staff from elsewhere in the public service to clear the social welfare appeals backlog, and introduce a consolidated appeals process, to save on unsuccessful appeals.",1
"if he allows an additional half trillion dollars to be cut from the defense budget, america will be left with the smallest ground force since 1940, the smallest number of ships since 1915, and the smallest air force in its history",2
"snp mps will press the uk government to re-commit to key policies which can only currently be implemented at westminster – such as closing the loopholes in the sugary drinks tax,",1
"scale-up skills development for the youth in data analytics, the inter- net-of-things, blockchain and machine learning, to enable training of young people to develop and operate new technologies.",0
• facilitated voluntary agreements with the seafood industry rather than the imposition of bureaucratic regulation.,0
reducing the prevalence of smoking: fine gael remains committed to making ireland tobacco free by 2025.,1
end 15-minute care visits,1
to assist post-partition reconstruction for reunification.,2
"australia needs a range of cleaner transport alternative fuels. lpg, ethanol blended fuel and bio-diesel offer effective steps towards reducing vehicle emissions.",0
"none of the problems facing humanity such as war, poverty and injustice will end as long as we live under capitalist system run in the blind pursuit of private profit for a small minority.",0
regional authorities will be established in other regions of the country.,0
"with around 4,500 eu nationals working in fish processing, we need to ensure that they remain in their scottish communities.",0
"the anc calls upon all communities of faith, to be active partners in shaping our moral vision, and in fostering the moral renewal of our society.",2
"garda numbers have been reduced below the level of 13,000 by this government and accompanied by the closure of 139 garda stations.",2
"we will take fully-trained gardaí out from offices and behind desks,",2
make pre-exposure prophylaxis (prep) for hiv prevention available on the nhs.,1
• review the truancy protocols between education and social welfare to ensure they operate more effectively.,0
"and environmental protection on one hand,",0
"we will review the cera legislation, and remove any provisions that are not required for the long term recovery.",2
it will support projects which complement existing domestic and family violence services that provide ongoing support to women including access to financial counselling and legal services.,1
"from hospitals to community care, there has been no commitment to a strategic and properly resourced vision of how our health service will care for an expanding and ageing population.",1
"it would discourage people from working harder, doing overtime and aiming for promotion.",0
there is strong evidence that children benefit most from spending the first year of their lives with a parent.,1
the snp will keep up the pressure on the uk government to fulfil their obligations to the scots language,0
"the greater share people have in economic growth, the more they will contribute to scotland’s economic success and so we want a national endeavour, involving our business community at its core, so we can create the wealth",0
"we will join the united nation’s treaty on the prohibition of nuclear weapons and work within that multilateral framework work for the total elimination of all nuclear weapons, including the implementation, enforcement and verification of all disarmament, arms control and non-proliferation agreements.",1
"petroleum and minerals add huge value nationally and regionally through royalties, exports and jobs",0
and remedy local policies that have a discriminatory effect.,0
"to reform the private rental sector, we will: help young people into the rental market by establishing a new help to rent scheme to provide government-backed tenancy deposit loans for all first-time renters under 30.",1
"policies that promote reliance on private capital, like private mortgage insurance, will be critical to scaling back the federal role in the housing market",2
connected telephone lines for 3 million people.,0
"we will make sure that every community in america has access to clean, reliable drinking water and safe wastewater systems in their homes, including by replacing dangerous lead pipes.",0
we are now no longer part of the solution; we are part of the problem.,0
our ict (information communications and technology) plan is the seventh component of our economic priority this election.,0
work to raise the amount you can earn before losing carer’s allowance from £110 to £150 a week.,1
• over 93 percent of zip codes have broadband access.,2
it is alarming that the superannuation industry is filled with highly trained accountants and administrators who do not pick up a pencil without charging someone and the government expects small business operators to perform all the accounting and compliance functions for superannuation at no cost.,1
- scrapping 90-day trial periods.,2
"we will put some €23m back into the hands of hard pressed, lone parents.",1
twenty percent of our population has long term impairment.,0
policy principles: we need relevant measures across all government sectors to monitor family success in quality of life indicators;,2
south africa’s economy faces a serious risk of collapse because of the gross mismanagement of our economy by the current government.,2
"in a time of unprecedented economic difficulties, partition makes no economic sense and is a barrier to the creation of jobs and the building of prosperity.",2
"establish a fair and transparent regulatory structure,",1
"14. the eff government will provide free transport to all pensioners, people living with disabilities and orphans to get to and from social grant pay points.",1
in order to help prisoners with mental health and drug or alcohol problems we will improve cooperation between the prison service and health and substance misuse services.,1
"labour will give councillors the power to seek reports from, and question in public, the providers of public services in their area.",0
this government has put limits on public participation in the planning system that did not exist before.,2
and make sure there are no more retrospective raising of rates or selling-off of loans to private companies.,1
and transgender women of color.,0
improving the quality of teaching and learning in schools;,1
"the health of australia‟s estuarine, coastal and marine environment is dependent on land management that recognises the interconnectedness of terrestrial and marine ecosystems.",0
"this will reduce waiting times for elective surgery and in emergency departments at royal hobart hospital, launceston general hospital, north west regional hospital and mersey community hospital.",1
1. the eff government will strictly procure 100% locally produced food.,1
• encourage the development of good savings habits for our children.,2
"drugs-free prisons - the progressive democrats will implement a drug-free prisons policy in all prisons and places of detention,",2
international trade relations must be developed on the basis of equity between developed and developing countries.,1
"national is providing a mix of options, so no young person is left without a pathway to a career when they reach adulthood.",0
we recognise that australia’s geography and demography pose hefty challenges for regional families,1
"labor’s policy is a $36 billion investment in our nation’s schools over the next decade, including $79 million more in targeted, needs-based funding for central coast schools in 2018 and 2019 alone, compared to the liberals.",1
"fairly represent communities of color,",0
4. promote alternative treatments and therapies in place of the current over-reliance on prescription medication for a range of physical and mental health challenges .,1
multilateral trade agreements can advance our economic interests by expanding the global economy.,0
"yet some of the worst performing schools in the country are mere blocks from the department of education, and some of the most crime-ridden neighborhoods in the country are blocks from the department of justice.",1
"ukip: the party with local, common sense, cost-cutting policies for local government.",0
every student in every school will be supported to achieve their best through investment in: more one-on-one support.,1
immediately expand the early start programme to cover all rapid and clár areas.,1
fine gael and labour campaigned against it in 2011 but have left it in place for five years.,2
"creating 2 500 new jobs,",1
• promote a ‘buy new zealand first’ campaign aimed at reducing imports.,1
campaigning against all forms of racism,0
"labour’s jobs fund will fund 60,000 new training, education and internship places, to help people who are currently unemployed to develop their skills, and position themselves for new job opportunities.",0
"abstinence from sexual activity is the only protection that is 100 percent effective against out-of wedlock pregnancies and sexually transmitted diseases, including hiv/aids when transmitted sexually.",2
utilisation of better wetlands;,0
we are as you all know in a new and dangerous part of the world’s history.,2
the new article will also greatly strengthen the protection we afford to children by permitting the carefully regulated exchange of information about suspected child abusers and by allowing the oireachtas to introduce legislation which would make it impossible for those who take sexual advantage of children to claim the defence of honest mistake about the age of their victims.,2
"to found a family (including by adoption) and to enter into marriage or civil partnership regardless of gender or sexual orientation,",0
mandate the use of ethanol;,0
"compliance with the rule will be overseen by a strengthened and truly independent office for budget responsibility, which we will make accountable to parliament.",1
adopt the social chapter and the minimum wage.,1
independent examination board (ieb) will be abolished.,1
as well as encouraging better transport choices amongst a large sector of society.,0
"for a country which prides itself on its musical, literary and artistic heritage, we have extremely low participation rates in cultural pursuits in comparison to our european counterparts.",0
"education and practical skills programmes given to care-givers, parents, family members, pre-school teachers and assistants,",0
"instead the liberals are building a slower, second-rate copper nbn that will leave australia behind and hamstring regional businesses into the future.",0
future generations dependent on welfare,2
"his priorities are in lock-step with big business; instead of taxing the wealthiest and most profitable in our society, he will cut education, health and welfare spending affecting the most vulnerable.",0
the social democrats want to see ireland’s success in foreign direct investment mirrored for local businesses and the self-employed.,2
we have taken steps to secure our airports.,2
a drug free sporting environment.,0
this will allow all new zealand businesses to grow;,0
the udm believes that a responsible government cannot leave the fate of south africans to market forces alone.,1
"in regional australia, the greatest productivity gains will be made from high-speed broadband",0
"section 159g of the education act, the principles guiding the operation of the tertiary education commission, needs to be amended to include a reference to the treaty of waitangi.",0
"we used creative, active middle power diplomacy to help shape the international response to the crisis and ensure that the g20 has become the new body for tackling global economic challenges.",1
support a mass struggle of the palestinian people for the creation of a truly independent and viable palestinian state.,1
security in retirement.,1
would begin to close the deficit.,2
"to ensure that we deliver for every part of the uk, we will devolve responsibility for skills, wherever there is an appetite, to city regions or devolved administrations.",0
our commitment builds on the significant new investment the coalition made to the existing non liability health care initiative to extend eligibility for mental health conditions to all current and former permanent members of the australian defence force in the 2016 federal budget.,1
this will mirror the chief science advisor role and will be a champion for technology and the internet economy.,0
"plaid cymru rejects the marketisation and privatisation of the nhs and will continue to oppose any moves in that direction from governments, whether in westminster or cardiff bay.",1
"and we must continue defence cooperation across europe, regardless of brexit.",0
"by 2030, two in three of the world’s middle class people will live in asia.",0
"their enterprise is the lifeblood of our economy,",2
especially of journalists,2
"south africa's public service is huge, clumsy and according to international standards, public officials are paid too much.",0
* the right to have property which is required for evidence returned as promptly as possible.,2
"− those who are permanently and severely disabled or terminally ill, and who currently receive the invalid’s benefit.",1
wind power is hopelessly inefficient and wind farms rely heavily on reserve back-up from conventional power sources.,0
we will engage intensively with the financial sector to discuss the investment patterns of this sector in line with the 2003 growth and development summit agreements.,0
"labour will:lead, and implement the findings of, a cross-party review of civil defence",0
"exempting smallest businesses from red tape,",2
that’s why we were the only party in northern ireland to officially register to campaign against brexit and the first party to propose special status.,0
our proposed public transport regulator will ensure that timetabling of ferry and rail services is efficient and rational.,1
"a large school would require a larger system, but a 10kw array in a small rural school could supply over half the school's electricity requirements.",1
labour believes that arts and culture are an intrinsic part of society.,0
the greens know the burden and risk that many people take on when they establish a business.,2
"in government, the snp has appointed the uk’s first dedicated minister for mental health and mental health spending is at record levels.",1
in this plan we are setting out our principles for reform and an absolute commitment to act within a short period.,2
"in government, the progressive democrats will continue to prioritise schools in areas of disadvantage",0
"6. the eff government will make it illegal for banks to repossess houses from people who have paid off 50% of their bonds and are unable to continue paying their bond instalments due to socioeconomic circumstances, by the end of 2019.",1
and australia’s work force participation rate has dropped,0
"• replace the narrowly focused school certificate with the new zealand national certificate, which will be more flexible, will cover a wider range of subjects, and will provide a more complete picture of a student's achievement and skills.",1
the book of estimates will also be accompanied by a detailed performance report on what the previous year’s spending had achieved.,0
the lack of recognition of turnover and ability to pay is destroying businesses that are struggling to hold on and keep jobs let alone create them.,2
and implement our 25-year strategy to eradicate bovine tb.,0
and enhanced postgraduate skills.,0
"including people of all abilities from all social, ethnic and economic backgrounds.",0
"between 2009 and 2013, the mathematics pass rate has gone up from 52. 9% to 73.3%.",1
we have put the nbn back on track to deliver high-speed broadband to all australian homes and businesses by 2020.,0
fine gael and labour have acted shamefully from the beginning of the mortgage crisis.,2
update instant fines and other means of providing effective deterrents against border breaches.,2
"the current administration has turned its back on latin america, with predictable results.",2
"sadly, the saps has been losing the fight.",2
the palmer united party will set up a national commission to investigate the carbon issue and seek submissions from all australians so that the government is fully informed.,1
3) the eff government will pass legislations that will ensure that all government departments and all public institutions employ a minimum of 40% of their workforce from people between the ages of 18 and 35.,1
we want a greater share of ireland’s rural development funding to go on improving the quality of life in rural areas and facilitating the diversification of the rural economy.,0
"and politically correct spending, for example, maori television.",0
• interest rates are at 45-year lows.,0
"labor will make the targeted, needs-based investments we need to give every victorian child the chance to reach their potential and get ahead in the knowledge economy.",1
this change is intended to alter the power deficit which currently exists where the government as opposed to the parliament determines the agenda.,1
it is right and fair that we extend our duty of care and responsibility to these irish-born citizens.,0
ensure new zealanders have the means to have independence from the state,2
"independent research has shown that over 60% of participants go on to paid employment shortly after their internships, which compares favourably to similar schemes in other countries.",2
lowering taxes promotes substantial economic growth,0
fewer management layers in the civil and public service,0
the eu has shown itself to be flexible in dealing with different forms of integration and different forms of relationships for member states and non-member states.,0
"a comprehensive, lasting flood defences structure must be put in place to withstand future challenges and protect these communities from inevitable future threats.",0
"in addition, the way that nsfas is structured makes for students who are saddled with debt and,",0
increase the vat audit exemption limit;,2
maori have a leading role in the future of our country.,0
"where schools organise a meeting for all parents and students and set out clearly the school code of behaviour,",2
and adequately fund the federal background check system.,2
one consequence has been the multiplying number of remedial courses for freshmen.,1
ensure new schools meet high energy efficiency standards.,0
this is critical.,0
"of course, the second chamber of the uk parliament is not even elected and continues to have hereditary members who have a greater say in the future of scotland’s defence or welfare system than the elected members of the scottish parliament.",0
this includes additional capital investment to support sustainable and broadbased economic recovery,1
"for this to happen, the government must stand up to sadtu, who have assumed the mantle of protectors of the incompetent.",1
"since 1985, the reef has lost 50 per cent of its hard coral cover.",0
giving people the opportunity to be ‘second chance’ learners should be a crucial part of what universities offer to wider society.,1
we will only fund places in nursing homes that meet the highest standards of nursing care set by hiqa.,1
and improve protection for independent contractors.,1
"but even then, any offender under the age of 14 years will be entitled to be dealt with under this provision only three times and should they choose to offend again, will be dealt with by the adult criminal courts.",2
the redemption of debt falling due and,2
in the digital economy,0
"short-term student visitor visas have dramatically increased, so we will tighten the system to prevent abuse,",2
and boost domestic recycling.,0
we will empower station commissioners to drive local policing in a partnership with policing forums.,2
"if the liberals get their way, students in victoria would be facing fees of up to $100,000 for their university degrees.",1
the alliance is against free market changes to the health system started by labour and now being pushed through by national.,1
this national forum would be open to participation from all the stakeholders in the education sector.,0
children in northern ireland should have the opportunity to be taught computer programming from the age of 8.,1
"sign up to the international oil pollution compensation fund's supplementary fund convention, which would allow us to access $1. 392 billion for tanker spill clean-up and compensation costs.",0
recognising artists: we will introduce a standalone award that recognises and rewards lrish-based artists for their work and seeks to promote them at domestic and international level.,0
ministerial cars: we will halve the cost of the existing provision of ministerial transport.,0
"the systems and processes of traditional leadership do not impinge on the rights of traditional communities to enjoy the gains of democracy in their totality,",0
"in the wake of a number of terrible preventable tragedies in this country, ireland has made some progress in advancing the rights and protections for pregnant women with the enactment of the protection of life during pregnancy act in 2013 and the development of the new national maternity strategy which is currently underway.",0
as well as tackling harmful emissions.,0
the impact of this will be assessed after 18 months and amended where necessary.,1
construction of fibre-to-the-node will cease when the current pipeline of construction work is completed and design and construction of fibre-to-the-premises is scaled back up.,0
"this means being upfront about growing our revenue base by getting rid of unfair tax breaks, asking the very wealthy to pay more and directing investment into productive areas of the economy.",0
set up vocational pathways to signpost careers from school to tertiary in six key areas: manufacturing and technology; construction and infrastructure; creative industries; primary industries; services industries; and social and community services.,0
natural resources,0
the plan comprises: investing in properly integrated transport systems involving public transport and roads,0
"we will: encourage employers to provide more flexible working,",1
"helping them convert to organic, keeping them up to date on current trends;",0
introduce multi-year funding for larger arts organisations to allow for long term planning,0
"equality is at the heart of what it means to be a citizen in our democracy, and it is at the heart of labour’s view of the world.",0
the costs of expanding the curriculum and offering a wide range of subjects to pupils will be reduced by enabling schools to ‘share’ teachers via live web casts and other technological innovations.,1
"it is through education that we ensure the transmission of a culture, a set of values we hold in common.",2
the government may wonder why the only resemblance between ireland now and ireland in the 1980s is our schools.,1
"in march 2002, the wall street journal europe stated that it is a monstrosity that could cost trillions of dollars “to achieve a goal that will probably not avert a threat that no one is sure the world faces”.",0
we are ambitious for the welsh economy and for our union.,2
directing more federal investment to the communities most in need will help create jobs;,1
"george w. bush ran for president on a promise of lower taxes, so that people could keep more of the income they earn.",2
"the annual work objectives of the top 1,300 civil servants will be published online.",0
"• involve commercial, recreational and traditional users, and conservationists in fisheries policy-making.",1
the special criminal court has an important part to play in providing a viable route to prosecuting serious criminals.,2
"over the last 50 years, the level of private investment overseas from the united states has eclipsed aid many times over.",0
and arrangements will be made to provide members of their family with the opportunity to develop the skills that will help them to support themselves.,1
"to strengthen our society’s foundations, we will ensure that our taxation system rewards work and enterprise rather than punishes them.",2
"our society has been enriched by immigration and we will always recognise the contribution of those who have helped build our public services, businesses, culture and communities.",0
president obama signed an executive order to establish unprecedented ethics rules so that those who leave the executive branch may not lobby this administration and officials may not accept gifts from lobbyists.,0
prevent the closure of the current children’s hospital there.,1
upgrade the south east rail line between dublin and rosslare;,0
"however, should a fishing community wish to have quotas amalgamated into a co-operative, this should also be recognised.",0
"energy saving subsidies: we will end taxpayer subsidies for residential and business energy saving technologies in 2014, helping to achieve fiscal targets in 2014 while also stimulating extra activity in this area as people accelerate investment plans in the interim period.",2
"their labor and ingenuity, their determination in bad times and love of the land at all times,",0
private sector collaboration;,2
and next year we will do the same for young apprentices under 25.,2
"guarantees the right to join or form a union,",1
•immigrations and customs enforcement in ensuring that the identity of foreign citizens who enter our borders is known;,2
with programmes to redistribute land;,1
and provides growth for the future.,0
"by supporting education,",1
and putting in place tough new laws to reduce violence against women and,2
it is especially egregious that the democratic party has persistently undermined tribal sovereignty in order to provide advantage to union bosses in the tribal workplace.,0
we will make sure that the costs of the green transition fall fairly and are mostly borne by the wealthy and those most responsible for the problem.,0
develop a new landscape for skills and education training authorities (setas) and ensure they are aligned with national priorities and our industrial plan.,0
* make a capped legal aid fund available for applicants and community and environmental groups for environment court hearings.,0
"from the day bill shorten became leader, labor’s team has remained united, with a single-minded commitment to deliver those policies that put people first.",2
"making the best talent part of our team is the rationale for the h-1b visa program, which needs updating to reflect our need for more leaders in science and technology while we take the necessary steps to create more of them in our own school systems.",0
ensure that school learning data linked to nationwide goals and new zealand curriculum levels is collected by the ministry of education so schools can access resources to support pathways for identified groups of students in years 9 and 10 to ncea level 1.,1
labor is putting education at the centre of our positive program for government.,1
limit salary increases to no higher than the inflation rate;,0
we reject attempts by republicans to sell out the needs of veterans by privatizing the va.,1
and promote inclusion in the digital economy;,0
8 more power to frontline staff,0
new zealand power will deliver more than just cheaper power prices.,0
"taxing the rich, combined with real economic growth would bridge the budget deficit.",0
"the homeless charity, focus ireland, estimates that there are 5,000 homeless people at any one time in ireland.",1
"we will not, however, introduce tax-funded fee per item payments solely to consultants in public hospitals,",2
" pursue free trade agreements with key trading partners, with a particular focus on india, japan, the us and korea;",2
"supporting sydney’s second airport, by building vital road infrastructure first.",0
been disappearing because our financial system has been swallowed up almost entirely by foreign owners.,1
"direct the guardians of the new zealand superannuation fund to prioritise the purchasing of shares in new zealand infrastructure companies, particularly when they are being sold by overseas investors, with the aim of building a solid base of new zealand ownership of these assets.",1
"if there is not a dramatic improvement, we will impose quotas.",0
"world class disability legislation has been enacted providing for independent assessment of needs, a statement of service provision and improved accessibility of public services.",0
we are committed to carrying out such a review and to ensuring that staff have an opportunity to propose ways in which the hse can work more effectively.,0
implement the united nations declaration on the rights of indigenous peoples,0
innovation that adds value to existing government data sets also provides valuable information to new zealanders.,0
we will promote climate accountability,0
• put in place the employment contracts act: which enables firms and employees to develop skills through improved training contracts.,2
"and falling road casualties, with 200 fewer killed and injured in 2013 than in 2011.",0
an assessment of the impact of the entertainment and fringe benefit tax regimes will be a first priority.,2
"• work closely with social housing providers and community housing aotearoa to grow the total amount of social housing available, in areas of most need.",1
"iv. the banks amendment bill, which will lead to the creation of a state-owned bank; and",1
"we will continue to press our ‘get on the grid’ campaign to increase the numbers of people on the national grid, regulate off-grid prices and support community bulk energy purchasing to lower bills.",1
the coalition government will double renewable energy in australia over the next four years.,0
"we will: use central government public procurement policy as a tool of local growth and community development, for example by purchasing from diverse sources and using local labour, goods and services,",1
"we support the principle of the living wage, but given the northern ireland economy is constituted almost exclusively by micro and smes, for whom the living wage would represent an existential threat, the practical step for northern ireland at this stage is to restore the minimum wage to the position originally intended.",1
at the heart of the government’s foreign policy and national security approach lies the responsibility to protect and defend australia's national interests.,1
local government has a significant impact on the national economy.,2
ruth richardson says that the market should sort it out.,1
increase peoples ability to save for a deposit and service a mortgage by increasing the minimum wage to no less than 66% of the average wage.,1
"conflict resolution, peace-keeping",1
we will also make an initial investment of $15 million in safe at home grants to help people affected by family violence stay safe in their own home.,1
"• there is certainty in the poll (i.e., the question can be clearly understood).",1
"invest €4.5 billion in providing new schools and improving existing ones,",1
− improve communication between prosecutors and victims.,0
we support expanding family and medical leave to help parents meet the growing challenge of balancing work and family responsibilities.,1
 open eight new service academies in 2012.,1
we will invest in superbus networks,0
"eradicate food and fuel poverty,",1
* establish special housing action zones in areas with particularly serious housing needs where the land is predominantly multiply owned to increase the supply of housing.,1
it’s time they properly belonged to all of us.,1
"new zealand research at a decile 1 school found children reading at below average levels went backwards by a further 5.8 months over summer, and that this loss was compounding and enduring. 15",1
is it astonishing how many politicians claim we are ‘too small’ to go it alone.,2
"the general trend is an immediate and short-term cost benefit to consumers as part of the purchase contract undertakings, but ultimately the cost of service or access increases disproportionately.",1
"deliver a new environment act and a tough new independent watchdog, the national environment protection authority",0
as well as to the environment.,0
fixing mobile black spots in round one of the mobile black spots programme $100 million was provided to build or upgrade 499 mobile phone base stations which will improve the mobile phone coverage in 3000 mobile black spots.,0
"today, somewhere else in auckland, they're launching a campaign for re-election.",2
the sdlp want to see an increase in our health budget for preventative spending so that it accounts for 4% of the overall budget.,1
"it is crucial because it marks exactly 20 years since the first democratic election, which ended centuries of colonial rule and apartheid subjugation of the black majority.",1
"keep public health within local government, where it is effectively joined-up with preventive community services.",0
"adopt a community based approach allowing us to grow old and to die with dignity in our own communities, supporting active retirement and hospice outreach.",1
including to low-income communities and communities of color;,0
but this is only a reality if all can afford to use the law.,1
a welfare system that's focused on getting people back to work.,1
make a 'cost of living' adjustment to all benefits,1
the green party will help every new zealand child get off to a good start by providing every new baby born with a special welcome package to help in the first few weeks of life.,1
