text,label,corpus_code
we will eliminate those that are economically or environmentally counterproductive.,0,62320_200810
"but for all of our pride in our history, canada is losing its place in the world and its unity at home.",2,62623_200601
"water quality regulations under this law would include standards for solid waste disposal, dump management, mine site operations and rehabilitation, forestry and farming practices, and pesticide use.",0,62320_200601
a conservative government led by stephen harper will increase the size of the gst tax credit by 25 percent.,1,62623_200406
we understand that the needed improvements will in some cases take years to become firmly rooted and widespread.,0,62420_200406
increase pressure on the sudanese government to achieve a ceasefire and no-fly zone over darfur to stop the bombing and killing and enable safe delivery of aid.,1,62110_200810
we want to expand local small-scale agriculture,0,62110_200810
climate change is the number one issue on canadians’ minds and the biggest crisis facing our planet.,0,62110_200810
"yet, they have hardly been tapped.",0,62110_200810
"however, property rights are not mentioned in the charter of rights and freedoms.",0,62623_200601
"over the last fifteen years, international free trade agreements have become an important part of canada's economy.",1,62110_200810
"no matter who is in the white house and no matter how different our national perspectives may be, a close relationship is dictated through trade and history and geography.",0,62110_200810
the ndp budget bill also allocated $100 million for energy conservation in affordable housing.,1,62320_200601
the federal government faced the very real possibility of soon surrendering control to its creditors.,2,62420_200406
the program has been hugely successful.,1,62420_200601
"we want a concerted, cohesive and ambitious plan to address one of humanity’s most wrenching and urgent crises.",1,62320_200406
immigrants and their families can better use this money to cover the costs of getting life started in canada.,0,62623_200601
a central focus of the first five months has been tackling the democratic deficit by bringing real and urgently needed change to the way ottawa works.,1,62420_200406
while protecting our environment,0,62110_200810
"and that with technology improvements, this could be expanded 10-fold.",0,62110_200810
"meanwhile, action on climate change can be good for our economy.",0,62110_200810
support students and post-secondary education in quebec and the northern territories with financing equivalent to their government’s student access and post-secondary development programs.,1,62320_200810
a liberal government will focus its effort around two themes: learning,1,62420_200406
"our atmosphere should not be treated as a garbage dump, leaving our climate, our ecosystems and our communities to pay the real costs.",0,62420_200810
"today, we need new ideas and new support grounded in the timeless principles of medicare.",1,62320_200406
juan de fuca straight on the west coast is home to endangered populations of killer whales whose bodies are so contaminated from bioaccumulation of toxins that they have to be classified as hazardous waste.,0,62110_200810
"recognizing that the employment insurance fund belongs to canadian workers, not the government, and making sure all appropriate benefits flow.",1,62320_200406
"water tables were already falling on every continent, rivers were being drained dry before reaching the sea, and millions of people are lacking enough to satisfy basic needs.",0,62110_200810
prevent ministerial aides and other political appointees receiving favoured treatment when applying for public service positions.,0,62623_200601
* vigorously oppose the permitting of any new uranium mines and notify current uranium- permit holders of plans to phase out this industry in canada and any exports.,0,62110_200810
strengthen the status of canada’s artists by:,0,62320_200601
the auditor general has raised serious concerns about the liberals’ lax deportation policy.,2,62623_200406
it has long been one of the most respected police forces in the world.,2,62110_200810
"work with the trade union movement to ensure full respect for labour rights in canada, including for non-canadians working legally here as well as for workers in canadian-owned industries abroad.",2,62320_200810
the larger challenge has been to train sufficient numbers of aboriginal water technicians to operate and maintain the facilities.,0,62420_200601
canada’s emissions are up by 24%.,0,62320_200601
"these tough new rules, along with all provisions of the canada health act, will be monitored and enforced.",1,62320_200601
"* develop a comprehensive pan-arctic waste management strategy that addresses issues like dumping of wastes into water and open dump burning on land and that integrates community, mining, fishing, cruise ships, tourism, commercial shipping and military waste management strategies.",0,62110_200810
"* use the full force of the canada health act, federal spending power opposes any steps that open the way to two-tier health care in canada.",1,62110_200810
"creating jobs, providing stable returns for the cpp and launching a national retrofit program of buildings for energy efficiency.",0,62320_200406
language is an integral part of culture and heritage and should form the basis of decision-making for the francophone cultural and artistic community.,0,62623_200601
"in 2004–05, the liberal government provided funding to more than 330 senior’s groups across the country under the new horizons program to promote volunteer activities by and for seniors.",1,62420_200601
"the statistic is not meaningful in itself, but in context it is startling.",0,62110_200810
we will establish the environment commissioner as a separate and independent officer of parliament to provide effective oversight of the government’s environmental performance.,0,62320_200810
"around the world, countries are building smart futures with an early head start for their kids – and young adults are starting lives of opportunity without mountains of debt upon graduation.",1,62320_200406
add mandatory minimum sentences to other weapons offences.,2,62320_200601
pass a new fixed elections act to end the power of the governing party to control election timing by establishing fixed election dates.,1,62320_200601
reducing the gst by two per cent has helped boost economic growth during the current slowdown.,0,62623_200810
"if the people who need help are not properly cared for, this puts a strain on everyone.",0,62110_200810
following the lead of the northwest territories and amending the canada human rights act to ensure a person cannot be discriminated against because of gender identity.,0,62320_200406
we will put you and your family first.,1,62320_200810
"a re-elected conservative government led by stephen harper will improve the competitiveness of canadian business,",0,62623_200810
"while every other g-7 country – particularly the u.s. and japan – has returned to deficit, canada is remaining prudent and spending within its means.",2,62420_200406
"a) enhance funding for data collection and integrated information-systems on water use, availability and quality; and,",0,62110_200810
"by using a wide range of health professionals, including nurse practitioners and nutritionists, we can treat small ailments and also work to prevent illnesses through solvent abuse programs, nutrition and safe-sex programs and pre-natal care.",1,62320_200406
over the next decade we must build for canada’s children and parents an early learning and child care system for the 21st century.,1,62420_200406
-- except the current prime minister.,2,62110_200810
"statistically, economic performance is usually judged on a nation-to-nation basis.",0,62420_200601
* build a low-carbon tourism sector based on intermodal rail and bicycle touring.,0,62110_200810
"“more than 1.2 million children – one child out of every six in canada – still lives in poverty.”– campaign 2000, 2005 report card on child poverty in canada.",0,62320_200601
yet the only instance of the current conservative government differing from that of us president george w. bush is its refusal to support international efforts to ban bottom-trawling.,0,62110_200810
"a few weeks later, the liberal government approved the convention, making canada the first country to ratify it.",1,62420_200601
our responses to climate change are tepid at best.,0,62110_200810
"we are continuing to assess 200 high- priority chemical substances – such as bisphenol-a, which the government recently banned from use in baby bottles – to determine whether they are safe and how they can be used safely or otherwise removed from our household products.",1,62623_200810
canada must do likewise.,0,62320_200406
protect the copyright for artists such that they are not surrendered to museums and galleries in the process of permitting exhibits.,0,62110_200810
developing a labour market strategy for persons with disabilities that includes a plan for increased participation in the federal government workforce and expanded measures to help other employers to make workplaces accessible and accommodate persons with disabilities.,0,62320_200406
* ensure all seniors who qualify are made aware of available federal income supplements available and instructed on how to apply for them.,1,62110_200810
"building on the offer of the provinces and territories and work together towards the establishment of a national prescription drug plan,",1,62320_200601
"significant environmental and health impacts are addressed,",0,62320_200810
"t) promotes heritage seed banks and seed exchange programs; and,",0,62110_200810
expand healthcare coverage to include basic preventive dental care,1,62110_200810
"in the last fifty years alone, human numbers doubled from 3 billion to 6 billion.",0,62110_200810
reform defence procurement so canada gets good equipment for good value.,2,62320_200810
canadians need to see real evidence of early action on waiting times.,1,62420_200406
"apply “carbon conditionality clauses” to all federal funding to provinces, cities and institutions, requiring evidence of carbon reduction as a condition of payment.",0,62110_200810
support skills upgrades in the health sector through training leaves.,0,62320_200810
"this means recognition of the right of both israelis and palestinians to live in peaceful co-existence in viable, independent states with negotiated, agreed-upon borders;",1,62320_200810
"instead, we will encourage canadians to voluntarily support the political process through a check-off system on their income tax form.",2,62623_200406
a conservative government led by stephen harper will clear the drug approval backlog and bring drug approval waiting times in line with the u.s. average.,2,62623_200406
reform – not a fresh round of ideological debate – is what canadians want in their health system.,1,62420_200406
"working with the auto sector, both business and workers, to create a dynamic canadian auto policy that levels the playing field with our trading partners and reinvigorates the industry, which has fallen from fourth largest in the world in 1999 to seventh.",0,62320_200406
"many canadians see a disconnect between the severity of the crime, the length of prison sentences and the availability of parole.",2,62110_200810
"offer people the mobility they need to find work, shelter and other necessities through free transit passes for those on income assistance.",0,62110_200810
the new financial commitments made in this platform are affordable.,2,62420_200601
countries that improve their energy efficiency and reduce their demand for fossil fuels by utilizing renewable sources of energy will be the least negatively impacted by a future energy crunch.,0,62110_200810
"by the end of year four, the green shift will have increased the average freight trucker’s total annual operating expenses by less than one per cent or approximately $1,700 per year.",0,62420_200810
"adopt carbon taxes, carbon markets, and cap and trade.",0,62110_200810
the proportion of the workforce covered by a pension plan continues to shrink.,1,62320_200601
the sponsorship scandal first came to light in an internal audit – an audit which the liberals initially tried to cover up.,0,62623_200601
expansion of canadian crime prevention fund pilot projects.,1,62320_200810
a new liberal government will therefore introduce legislation to create a new program – mortgage equity access now for seniors (means) – to allow more seniors to access the equity in their homes.,1,62420_200601
working together with western medicine to provide quality care.,1,62320_200601
the liberals changed their minds and abandoned this promise last spring in their budget deal with the ndp.,2,62623_200601
* amend anti-terrorism act and the public safety act to require after a reasonable length of time formal charges are brought against all those detained.,2,62110_200810
fix the problem: work with each province and territory to reduce its waiting times to the national objectives in these five priority areas by the end of 2009.,0,62420_200406
palliative home care services to support people at the end of life.,1,62420_200406
the gap between the prime rate and most credit cards is now 14.5 points.,2,62320_200406
"develop credible, accountable procedures and appeal processes for potential visitors to canada for important family events such as weddings, births and illness, and for the reunification of married couples.",0,62320_200810
"that is why innovation, investment and skills are so vitally important.",0,62420_200601
tomorrow starts today supports excellence – promoting arts and culture to the general public and creating tools to help cultural industries flourish.,0,62420_200601
"the funds have been able to attract well over $1 billion of municipal, provincial and private sector investment in a very broad range of environmentally sound infrastructure projects.",0,62420_200601
this will recognize the uniquely high child care burdens borne by single parents.,1,62623_200810
"provide strong support for walking, cycling, transit, coaches, rail, tele-working and video conferencing.",0,62110_200810
experts agree that the cost of fossil fuels is likely to continue to rise for the long-haul.,0,62420_200810
"canada has a responsibility to future generations to protect our waters, lands, fish and wildlife.",2,62320_200810
"this can be seen from the charts below that trace government revenue and program spending since 1993–94, measured relative to the size of the canadian economy.",0,62420_200601
"but we will end the wasteful, ineffective long-gun registry.",0,62623_200810
"during elections, liberals and conservatives don't talk much about corporate tax cuts.",2,62320_200810
better food banks cannot bridge the growing disparity between wealthy and poor canadians.,0,62110_200810
"the five criteria of the cha guiding the provincial public health insurance plans, which we believe to be non- negotiable, are:",1,62110_200810
"ultimately, it is how we organize our economy, the investment we make in ourselves as we build a wealthy and just society that will distinguish our country, and from which others may learn.",2,62320_200601
"– work to close the gap between aboriginal and non-aboriginal canadians in key areas such as infant mortality, youth suicide, childhood obesity and diabetes.",0,62420_200601
"we need to act now: fossil fuel dependency must be decreased,",0,62420_200810
"they used that argument against unleaded gasoline, against the world’s fight to outlaw ozone-depleting chemicals and against canada’s effort to stop acid rain.",0,62320_200406
"federal funding will be available for clean coal r&d focused on achieving full capture and sequestration of co2 emissions, and 99.99% reduction of mercury, particulates, and sulfur dioxide emissions.",0,62110_200810
we will require tendering of all major contracts and maximize canadian content.,2,62320_200810
– protecting children in the arts with minimum standards and trust fund rules for income earned as performers.,0,62320_200601
this sets the stage for what is involved if we are to reduce our emissions to 80% below the 1990 level = 121 mt total.,0,62110_200810
the time has come to take bolder steps to prevent and cope with this major source of suffering and disability.,1,62420_200601
it is an unfortunate and continued source of tension for many in the middle east and around the world.,1,62110_200810
– improve access to the full range of public health services that non-aboriginal canadians currently enjoy;,1,62420_200601
"re-starting a 10-year national housing program to build 200,000 affordable and co-op housing units (including homes for seniors, people with disabilities and students), renovate 100,000 existing units, and provide rent supplements to 40,000 low-income tenants, many of whom are single mothers who pay a large percentage of their income in rent.",1,62320_200406
but allowing banning of dangerous substances and handling of disposal and spills to move into cepa.,1,62110_200810
our ageing population makes this all the more important.,0,62420_200601
"we will improve and enforce appropriate federal regulation of all environmental impacts – air, water, land, fish and wildlife – that arise from the exploitation of canada’s oil and gas reserves.",0,62320_200810
a re-elected conservative government led by stephen harper will increase support for canadians living in one-industry communities to upgrade their skills and get back into the workforce.,1,62623_200810
it is sound management to expand the use of home care.,1,62420_200406
"implement the new democrats’ veteran's charter and veterans first motion, both endorsed by a majority vote in the house of commons.",2,62320_200810
"since 1982, industry canada has made grants totalling more than $5.8 billion to some of canada’s largest corporations.",2,62110_200810
"c) ensure that it is a criminal offence, made punishable as a mens rea offence, to kill a listed species, regardless of whether the offence occurred on federal or provincial land.",2,62110_200810
working with progressive legislators and organizations in the united states and mexico to achieve these reforms.,0,62320_200406
"by providing a first payment at the beginning of a student’s post-secondary education, the 50/50 plan provides families and students with the incentive to begin undergraduate studies.",1,62420_200601
"add energy conservation and efficiency criteria to the canadian building code, working with provinces and territories.",0,62320_200810
"unlike the current welfare (provincial) and employment insurance (ei) schemes (federally), additional income is not “clawed back” until a higher level of income, above subsistence, is achieved.",0,62110_200810
we must demand better.,0,62623_200406
"since the definition of marriage had never been questioned until recent years, the parliament of canada has never passed legislation defining marriage.",2,62623_200406
"we will: create 2,500 new police officer positions to make our city streets safer.",2,62320_200810
"mining also helps maintain canada’s sovereignty by putting people, equipment and activity on the ground in our northern frontier.",0,62420_200601
"a re-elected conservative government led by stephen harper will continue rebuilding the canadian forces and providing the equipment that our navy, army and air force require.",2,62623_200810
— while working hard to reduce canada’s greenhouse gas emissions.,0,62320_200810
expanded public transit.,0,62320_200810
"creating aboriginal seats in parliament, just as new zealand has, to ensure canada’s first peoples’ voices are always present in national debate.",0,62320_200406
"* re-invest in our national rail systems, building more train cars in canada,",0,62110_200810
"you can see this eagerness at the grocery store, where more people bring reusable bags with them to shop.",2,62420_200810
"the ndp’s seniors charter outlines the rights of all seniors to “a fulfilling life with dignity, respect and security.”",2,62320_200601
"in addition to this ambitious mission, canada has been providing expertise and direct assistance in other areas of conflict, notably in haiti and in the darfur region of sudan.",2,62420_200601
respiratory illness is the leading cause of hospital admission for children under age 10.,1,62320_200601
"to build on this foundation, the liberal government has recently contributed more than $400 million, joining with the government of ontario and the auto companies to support major investments in ontario that will see new assembly facilities and enhancements to existing assembly plants in several communities.",0,62420_200601
"working with provincial, territorial and municipal governments to provide affordable off-reserve housing.",1,62420_200406
"we are committed to a universal, publicly funded health care system that respects the five principles of the canada health act and the canadian charter of rights and freedoms.",1,62623_200601
the safety of canadians depends upon the effectiveness of our counter-terrorism and security laws.,2,62110_200810
"we will set aside $500 million over the next four years to work cooperatively with provinces and territories to implement an agricultural flexibility program that will allow them to cope with costs of production pressures, promote innovation, ensure environmental sustainability and respond to market challenges and opportunities important to each province and territory.",0,62623_200810
one choice is the conservatives – a party that has denied climate change and produced a plan to reduce greenhouse gases that experts do not support.,0,62420_200810
"canada’s trend gdp growth is likely to exceed 3% in the medium term thanks to stronger public finances, lower taxes and renewed public spending on education.",0,62420_200406
"* offer tax rebates to companies that provide on-the-job-site daycare, healthy food and facilities for exercise and commuting by bicycle.",1,62110_200810
"- $1 billion to be invested in environmental technologies over the next seven years,",0,62420_200406
c) provide guidance to judges in order to make it clear that economic crimes are to be met with significant consequences.,2,62110_200810
"in 1997, the liberal government with paul martin as finance minister, working with canadians, brought the federal budget into surplus after 27 consecutive years of deficit.",2,62420_200601
"building on new democrats’ work in parliament to curb gun violence, which included mandatory minimum sentences for crimes committed with a handgun, jack layton and his team of new democrats will:",2,62320_200810
our progress as a nation must not be mired in jurisdictional disputes that have at their root a failure by previous federal governments to understand or respect the federal nature of our country.,2,62320_200810
"we must demand better services in our communities – post-secondary education in the reach of every young canadian, a cleaner environment, and support for the family.",1,62623_200406
"increasingly, the non-custodial parent lacks meaningful access to his or her children.",0,62110_200810
and protected areas are set aside.,0,62320_200810
ordinary canadians are paying too much each year due to price gouging and hidden fees.,1,62320_200810
"future opportunities are bright but require the application of advanced technology and management innovation to enhance the industry’s competitive position,",0,62420_200601
the green party commitment to green tax-shifting will: reduce income taxes;,2,62110_200810
but it’s important to remember that poverty is not just about children.,0,62320_200406
"provide aggressive incentives help ordinary families and those with low or fixed incomes become more energy-efficient, helping to both reduce rising energy costs and contribute to the fight against climate change.",0,62320_200810
this will include support for african plans for adaptation to the increasingly devastating impacts of climate change in africa.,1,62110_200810
and invite provincial and territorial governments to join the system.,0,62320_200601
"this regime will establish new legislation, regulations and enforcement mechanisms.",2,62420_200601
"the ndp supports performance requirements for bank loans, information on fees and service charges.",1,62320_200601
"it is one cornerstone of north american competitiveness, all the more important in a world of super-regions like the european union and asia.",2,62420_200601
"canada’s system of guaranteed income, which was designed to ensure every canadian senior enjoys a dignified quality of life, is one of our nation’s signature achievements.",2,62420_200406
"the plan depends on the improvements in education and training noted above, complemented by:",0,62420_200601
too many still do not experience the same canada as those without disability.,0,62420_200601
what matters is that programmes support choice and the well-being of that which is most precious – our children.,2,62110_200810
"working with provinces and territories to provide stable, long-term federal funds to create an additional 200,000 high quality, affordable, publicly funded child care spaces within four years.",1,62320_200406
* promote hemp and agricultural cellulose wood waste as sources of paper fibre to reduce the pressure on standing forests.,0,62110_200810
"terrorist attacks, natural disasters, and outbreaks of disease world-wide have focused the spotlight squarely on the liberal government’s inaction regarding terrorist and other threats here at home.",2,62623_200601
we have launched project green to ensure a healthier environment.,0,62420_200601
"attaining enhanced health outcomes will also require specific, targeted action.",1,62420_200406
"for example, we will use universal design principles in federally-funded infrastructure initiatives.",0,62320_200810
"our electoral system unfairly punishes conservative voters in cities, liberal and ndp voters in the west, and green voters throughout canada.",1,62110_200810
"parents are at the centre of their children’s lives, and no one else can do what they do.",0,62420_200601
"review the point system used to assess new applications to match the reality of work in canada, including specific provisions for blue-collar workers and tradespeople.",1,62320_200810
"the green party of canada will redistribute funds in a revenue neutral manner, allowing the tax system to favour non-polluting, high-employment, highly creative, knowledge-based economic activities without increasing personal income taxes.",0,62110_200810
"as a result, we face an increasingly fierce competition for skills.",0,62420_200601
"ensure that the commitments of all canada’s first ministers to deliver more timely, patient centred public health care are actually delivered",1,62420_200601
"in 2004, the liberal government accelerated funding under the municipal rural infrastructure fund, committing $1billion over five years rather than 10, essentially doubling the amount available for infrastructure projects,",0,62420_200601
"strengthen enforcement of government financial guidelines, and introduce new criminal code penalties for fraud involving the misuse of taxpayers’ money.",2,62623_200601
women make up only 21% of the mps in canada’s parliament.,0,62110_200810
only the conservative party led by stephen harper offers the vision for change and the will to do things differently in ottawa.,2,62623_200406
"for canada’s young people and new citizens to thrive and remain competitive economically,",2,62320_200810
"increase diplomatic efforts, particularly in light of recent comments by the united states and russia, to ensure that other countries respect our sovereignty.",0,62320_200810
ban cash donations to political parties or candidates of more than $20.,0,62623_200601
and enhanced workplace skills.,0,62420_200601
while clarifying the roles of both levels of government within the division of powers of the constitution.,2,62623_200601
"not surprisingly, statistics canada also reports a steady decline in volunteer hours donated by canadians.",2,62110_200810
"in our globalized marketplace where competition is tighter and competitive advantages more crucial, our national, provincial, territorial and regional economies must be defined by a culture of increasing knowledge and innovation.",0,62320_200601
"the economics of wind power are improving rapidly, but it is not yet cost-competitive with conventional fossil fuel sources.",2,62420_200406
"maximize opportunities for workers and businesses through value-added development, expanded product exports, innovation and opening new markets.",0,62320_200810
"meanwhile, canada is a giant in the global mining industry with annual production value of about $60 billion.",0,62420_200601
"paul martin has: served as finance minister during a period in which interest rates neared record lows, yet he permitted credit card interest rates to remain at their previous rate.",2,62320_200406
“the time is past to debate the impact of climate change.,0,62420_200601
"immigrants and refugees come to canada in search of a safer, more fulfilling life for themselves and their families, and to be full participants in canadian society.",2,62110_200810
this becomes the goal for power generation by renewables by 2040.,0,62110_200810
we rank amongst the world’s worst for wasteful use of natural resources.,0,62110_200810
"and sharply increased surveillance and on-board inspection of foreign fleets – which, combined with stock recovery initiatives and sustained diplomatic and legal efforts, will eventually reverse the environmental damage that has been wrought.",0,62420_200601
broader efforts – including commemoration activities and healing programs – will be taken to promote public education and awareness of the experiences of those who attended residential schools.,0,62420_200601
to pull our weight in protecting the northern portion of the north american continent;,2,62420_200601
"this is the best investment we can make in the future of our citizens, businesses – and our country.",2,62320_200601
set the targets: establish at the same time national objectives for appropriate waiting times in these areas.,1,62420_200406
combined with a political commitment to fostering collaboration between law enforcement agencies is the second.,2,62320_200601
they function with the due care and prudence expected from the custodians of the savings of working families.,1,62320_200810
canadians demand more than simple cosmetic reforms to failed programs.,2,62623_200601
"– canada business, a primary source of business information, advice and referrals for entrepreneurs.",1,62420_200601
and the major infrastructure surplus commitment to upgrade our sustainable infrastructure like public transit through unanticipated government surpluses.,0,62420_200810
it’s time canadian consumers received similar protection.,1,62320_200406
"we stopped the billions in tax reductions for large corporations, and instead diverted $500 million to help the world’s poorest and most needy people.",1,62320_200601
"citizens in rural and remote areas and recreational hunters aren’t using these weapons, which have no place in civilian societies.",1,62320_200406
canada’s energy consumption record is nothing to be proud of.,0,62320_200601
and ensure that all vacancies on the immigration and refugee board are filled in a fair and transparent manner.,1,62320_200810
we will also boost support for community-based economic development through increased resources for the very effective work of the community futures development corporation.,0,62420_200406
"all of these changes can help improve growth, income, and employment critical for canada to compete in the global marketplace",0,62320_200601
protect existing marketing systems for our agricultural industries.,0,62320_200810
this transformation entails everything from increased demands on health and other public services,1,62420_200601
the green party believes it will allow one spouse to take a lower paying job in charitable or ngo work.,1,62110_200810
canadians must demand better health care.,2,62623_200406
"and the rights of women,",0,62110_200810
"provincial, territorial and local governments and their agencies would be eligible to participate.",0,62320_200601
and encourages the increase of extensive farm practices to improve farm profitability and sustainability;,0,62110_200810
"the liberals have committed to funding municipal infrastructure, but roads, highways, and border crossings never seem to keep up.",0,62623_200601
the liberal tax plan is completely revenue neutral.,2,62420_200810
"and the quicker canada can do its part to fight the climate change crisis and be a leader in the emerging low-carbon, energy-efficient, global economy.",0,62420_200810
we need to unite canadians behind a strategy for our country’s long-term energy security.,2,62320_200810
accessibility to higher education is one aspect of a serious poverty reduction policy.,1,62110_200810
some banks are agitating to merge saying even larger financial organization is needed to compete in the global marketplace.,1,62110_200810
provide support to the people of the arctic so they can build communities which are on par with other canadians.,0,62320_200810
"a goal of a liberal government is for all canadians to have access to an appropriate care provider 24 hours a day, 7 days a week.",1,62420_200406
but we cannot trust liberals to respond to liberal corruption.,0,62320_200601
and protect the health and well-being of canadians.,1,62623_200810
each gigawatt of nuclear energy requires 170 tonnes of uranium.,0,62110_200810
provide incentives to all provinces and territories to restore and improve arts and culture components to schools and extra-curricular activities not only in urban but also in rural areas.,0,62110_200810
give the registrar of lobbyists the mandate and resources to investigate violations.,0,62623_200601
and we have heard no details on how catastrophic drug coverage will be added to provincial health care plans by 2006.,1,62623_200406
"canada’s security, prosperity and quality of life will be affected increasingly by global transformations and by the challenges they bring – from the spectre of international terrorism, to the threats of virulent disease, climate change, and disappearing fish stocks.",2,62420_200601
"while some sectoral and ad hoc agreements with provinces have temporarily reduced the financial pressure, it is time for a comprehensive agreement.",0,62623_200601
help to provide meaningful jobs to university and college graduates,0,62110_200810
"it would prove to be the beginning of seven straight surpluses, the most recent being announced in march by finance minister ralph goodale – the first time this has been achieved since confederation.",2,62420_200406
"the ndp’s clean air act will undo the damage caused by liberal neglect and set a firm target – by 2020, canada’s greenhouse gas emissions will be 25% below what they were in 1990.",0,62320_200601
most of that was for the “war” against cannabis (marijuana).,0,62110_200810
we established the canadian partnership against cancer and the mental health commission of canada and supported the spinal cord injury translational research network of the rick hansen foundation.,1,62623_200810
these programs together with other cmhc support for assisted housing total $2 billion of annual federal funding for social and affordable housing.,1,62420_200406
and fees on the purchase of inefficient vehicles.,0,62110_200810
"in february 2006 alone, canadians bought $8 billion in mutual funds.",0,62110_200810
jack layton and canada’s ndp will support canadian culture by: supporting canadian visual and performing artists and writers through project-based grants and tax credits.,1,62320_200406
canadians must be encouraged to choose transit by making this option more financially attractive.,0,62623_200601
"continued dialogue will build community support for the negotiated peace agreement, and will ease implementation and ensure that it does not break down from pressures within the palestinian and israeli communities.",1,62110_200810
"we believe that canada is a great country, that it is unique in the world in terms of the values that it represents.",2,62420_200406
"defending canadian interests in negotiations with the united states for a new softwood lumber trade agreement by being prepared to respond to punitive tariffs on canadian forest exports with retaliatory trade measures on energy exports, ensuring no agreement is signed that imposes us-style forest policies on canada, and by offering economic support for forest workers affected by the trade dispute.",1,62320_200406
ensure that bail determinations for those accused of violent crime include actual posting of bail.,2,62110_200810
we will fight to salvage the inuit hunting culture under rapid assault due to the impacts of the climate crisis.,0,62110_200810
a liberal government will continue to be committed to meeting these goals.,1,62420_200601
"we will resist efforts to weaken the integrity of the system,",1,62320_200601
"supporting first nations, métis, and inuit initiatives to improve health.",1,62320_200601
"paul martin and the liberals have: promised repeatedly to clean up the sydney tar ponds, north america’s largest toxic waste dump.",0,62320_200406
"jack layton and canada’s ndp know canadians are ready for change, to address the growing environmental deficit our country and our world faces.",0,62320_200406
"the great lakes’ levels will fall, resulting in higher concentrations of toxic chemicals and other pollutants;",0,62110_200810
and maximize the economic and social advantages of family stability.,1,62320_200810
and we will also closely monitor the launch of maternity and parental benefits for the self-employed in quebec.,0,62420_200601
"implement an apprenticeship job creation tax credit of 10 per cent of an apprentice’s wages for two years to a maximum of $2,000 to support businesses that establish apprenticeship positions to create more jobs in the trades.",0,62623_200601
"ensuring that if a decision is made not to enter into war, canadian armed forces personnel do not serve in or command other nations’ militaries, as is the case in the iraq war.",1,62320_200406
"eliminate personal taxes on incomes below the low-income cut-off ($20,000 for single person living in a city).",1,62110_200810
"a healthy democracy requires a large, strong, healthy middle class.",0,62110_200810
"by taxing pollution and making polluters pay, businesses will not only be encouraged to reduce the amount of greenhouse gases they emit into the atmosphere,",0,62420_200810
creating a canadian centre for environmental heath to promote research on human and ecological health.,0,62320_200406
canada must assume leadership in rapidly organizing an international emergency initiative to deal decisively and effectively with the situation,1,62110_200810
"tighten-up tax administration so everyone pays their fair share of taxes,",0,62320_200810
green party mps will: ensure that canadian overseas development assistance is focused on meeting the needs of women and girls.,0,62110_200810
"a re-elected conservative government led by stephen harper will continue to implement the recommendations of the mccrank report, road to improvement, through the northern regulatory improvement initiative.",0,62623_200810
europe is the largest chemicals market in the world.,0,62110_200810
the capital installation is proceeding well.,0,62420_200601
jack layton and the ndp will work in the next parliament to make education more affordable and training more available for young people by:,1,62320_200601
"as stewards of nine percent of the world’s renewable water, we are ethically bound to conserving it for this and future generations.",0,62110_200810
and weakening the term sends a signal to the public and to government that taking action to protect canadians’ health and the environment is not urgent.,0,62110_200810
new coal-fired plants to capture and sequestrate 100% of emissions.,0,62110_200810
"in 2005, according to the treasury board, canada spent $368 million targeting elicit drugs, with 73% of that money going to law enforcement.",0,62110_200810
the conservative government “reform” has removed the “duty to act honestly” from the code of ethics governing the cabinet and senior civil service.,0,62110_200810
"combining these savings with the projected “surplus” of $28 billion yields a five-year total of $40 billion to fund new priorities, assuming that economic growth is as projected.",0,62420_200406
"we endorse the basic income programme proposed by the caledon institute, which asserts, when all factors are taken into account, will actually save the government money.",1,62110_200810
"a re-elected liberal government will continue to implement with provinces, territories, and municipalities, a national strategy to promote a healthier canada, key elements of which are summarized in the box below.",0,62420_200601
"we will be mandated to document human rights violations with a commitment to bring any breaches or war crimes, including rape, to the appropriate military and/or war crimes tribunal.",2,62110_200810
jack layton and the ndp believe this issue must be a priority in the next parliament.,1,62320_200601
health specialists and behavioural experts need to be trained from within communities to know the proper disciplinary approach for fetal alcohol syndrome children.,0,62110_200810
we are in the midst of a major rebalancing of global power with nations like china and india rising as economic and military forces.,2,62420_200601
the green party believes a tobin tax would contribute to enhanced global stability while providing much needed funds to end poverty globally.,1,62110_200810
heightened preparedness against infectious diseases and creation of emergency response teams;,1,62420_200601
and temper the unchecked exploitation of our resources.,0,62320_200810
this issue goes beyond the particular case of softwood lumber because it calls into question the willingness of the us to put the rule of law above the pressure of domestic lobby groups.,0,62420_200601
"a re-elected conservative government led by stephen harper will continue our support for strategic industries, such as the aerospace and automotive sectors.",0,62623_200810
building research capacity in regional universities – we are accomplishing this by targeted investments in leading-edge equipment and facilities through the canada foundation for innovation;,1,62420_200601
a conservative government will get spending under control and move to pay down the national mortgage which the huge national debt places on the shoulders of our children and grandchildren.,2,62623_200406
"work with the provinces and territories to expand the use of nurse practitioners and multi- disciplinary clinics, taking the strain off other parts of the health care system.",1,62320_200810
funded in part by proceeds from the intended sale of the remaining federal ownership stake in petro canada.,2,62420_200406
the liberal policy goal is to ensure that no canadian suffers undue financial hardship in accessing necessary drug treatment.,1,62420_200406
"to help low- income canadians in particular, and as part of the liberal 30/50 plan to reduce poverty in canada by 30 per cent and cut child poverty in half within five years, we will reform the tax system to make it fairer to working canadians.",0,62420_200810
